sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,c_charge_desc,decile_score
1.0,25,0.0,0.0,0,0,0,0,1.0,0.0,426.0,0
1.0,22,2.0,0.0,0,0,0,0,1.0,0.0,250.0,0
1.0,21,2.0,2.0,0,0,0,0,1.0,0.0,64.0,0
1.0,30,0.0,0.0,0,0,0,1,0.0,1.0,44.0,0
1.0,46,1.0,2.0,0,0,0,9,1.0,1.0,44.0,1
1.0,26,0.0,0.0,0,0,0,2,0.0,1.0,44.0,1
1.0,33,0.0,0.0,0,0,0,0,0.0,0.0,436.0,1
1.0,40,0.0,0.0,0,0,0,1,2.0,1.0,44.0,0
1.0,34,0.0,2.0,0,0,0,0,1.0,0.0,318.0,0
1.0,22,2.0,2.0,0,0,0,1,1.0,0.0,194.0,0
1.0,28,0.0,3.0,0,0,0,3,1.0,1.0,436.0,1
1.0,31,0.0,0.0,0,0,0,4,1.0,1.0,30.0,0
1.0,59,1.0,2.0,0,0,0,3,0.0,1.0,140.0,0
1.0,37,0.0,4.0,0,0,0,0,1.0,0.0,8.0,0
1.0,50,1.0,0.0,0,0,0,0,1.0,0.0,21.0,0
0.0,21,2.0,5.0,0,0,0,2,69.0,0.0,233.0,0
1.0,57,1.0,0.0,0,0,0,8,1.0,0.0,172.0,1
1.0,31,0.0,0.0,0,0,0,5,1.0,1.0,30.0,1
0.0,51,1.0,0.0,0,0,0,1,419.0,1.0,44.0,1
1.0,44,0.0,0.0,0,0,0,9,28.0,0.0,194.0,1
1.0,48,1.0,0.0,0,0,0,5,1.0,0.0,318.0,1
0.0,25,0.0,2.0,0,0,0,0,1.0,0.0,194.0,0
1.0,51,1.0,0.0,0,0,0,5,492.0,1.0,436.0,0
1.0,50,1.0,2.0,0,0,0,0,1.0,0.0,436.0,0
1.0,57,1.0,2.0,0,0,0,2,11.0,0.0,436.0,0
1.0,55,1.0,2.0,0,0,0,0,1.0,1.0,102.0,0
1.0,59,1.0,0.0,0,0,0,4,2.0,0.0,318.0,0
0.0,42,0.0,0.0,0,0,0,0,0.0,0.0,9.0,0
1.0,20,2.0,3.0,2,0,0,2,21.0,0.0,436.0,1
1.0,58,1.0,0.0,0,0,0,16,47.0,0.0,177.0,1
1.0,21,2.0,5.0,0,0,0,0,1.0,0.0,334.0,0
1.0,32,0.0,0.0,0,0,0,21,1.0,0.0,177.0,1
0.0,24,2.0,3.0,0,0,0,0,0.0,1.0,44.0,0
1.0,42,0.0,0.0,0,0,0,1,1.0,0.0,383.0,0
1.0,29,0.0,0.0,0,0,0,8,0.0,0.0,436.0,1
1.0,21,2.0,0.0,0,0,0,1,1.0,0.0,436.0,1
1.0,31,0.0,2.0,0,0,0,1,266.0,1.0,105.0,0
1.0,56,1.0,3.0,0,0,0,8,256.0,1.0,139.0,0
1.0,58,1.0,2.0,0,0,0,0,1.0,1.0,104.0,0
1.0,22,2.0,0.0,0,0,1,1,0.0,0.0,250.0,1
1.0,46,1.0,2.0,0,0,0,1,1.0,1.0,44.0,0
1.0,50,1.0,2.0,0,0,0,0,0.0,1.0,44.0,0
1.0,46,1.0,0.0,0,0,0,2,1.0,0.0,194.0,1
0.0,44,0.0,0.0,0,1,0,11,1.0,0.0,318.0,1
1.0,35,0.0,0.0,0,0,0,4,1.0,1.0,44.0,1
1.0,30,0.0,0.0,0,1,0,14,1.0,0.0,188.0,1
1.0,42,0.0,0.0,0,0,0,2,1.0,0.0,318.0,1
1.0,46,1.0,0.0,0,0,0,5,1.0,0.0,188.0,0
1.0,42,0.0,0.0,0,0,0,0,0.0,0.0,268.0,1
1.0,37,0.0,0.0,0,0,0,12,74.0,0.0,436.0,0
1.0,29,0.0,2.0,0,0,0,7,1.0,0.0,21.0,1
1.0,32,0.0,0.0,0,0,1,8,1.0,0.0,21.0,0
1.0,31,0.0,5.0,0,0,0,5,1.0,0.0,194.0,1
0.0,33,0.0,0.0,0,0,0,1,1.0,1.0,44.0,0
1.0,25,0.0,2.0,0,0,0,4,1.0,0.0,347.0,0
0.0,33,0.0,0.0,0,0,0,0,1.0,1.0,44.0,0
1.0,21,2.0,3.0,0,0,0,1,1.0,0.0,436.0,1
0.0,64,1.0,2.0,0,0,0,7,317.0,1.0,144.0,0
1.0,35,0.0,2.0,0,0,0,1,1.0,0.0,318.0,0
1.0,56,1.0,0.0,0,0,0,1,22.0,0.0,436.0,0
1.0,38,0.0,2.0,0,0,0,0,1.0,1.0,44.0,0
0.0,40,0.0,0.0,0,0,0,4,1.0,1.0,436.0,0
1.0,34,0.0,0.0,0,0,0,3,104.0,0.0,436.0,1
1.0,28,0.0,0.0,0,0,1,4,1.0,0.0,194.0,0
1.0,51,1.0,0.0,0,0,0,0,1.0,1.0,44.0,0
1.0,35,0.0,0.0,0,0,0,2,1.0,1.0,44.0,0
1.0,61,1.0,0.0,0,0,0,5,13.0,0.0,318.0,0
1.0,25,0.0,0.0,0,0,0,0,0.0,0.0,273.0,0
1.0,25,0.0,0.0,0,0,0,4,1.0,0.0,176.0,1
1.0,26,0.0,0.0,0,0,0,0,1.0,1.0,247.0,1
1.0,42,0.0,2.0,0,0,0,1,1.0,1.0,44.0,0
0.0,25,0.0,0.0,0,0,0,1,10.0,0.0,194.0,0
1.0,26,0.0,0.0,0,1,0,13,185.0,1.0,139.0,1
1.0,31,0.0,0.0,0,0,0,9,1.0,0.0,278.0,1
1.0,35,0.0,2.0,0,0,1,1,1.0,0.0,318.0,0
0.0,41,0.0,0.0,0,0,0,4,213.0,0.0,436.0,0
1.0,34,0.0,2.0,0,0,0,0,1.0,0.0,216.0,0
1.0,46,1.0,2.0,0,0,0,5,93.0,1.0,436.0,0
0.0,33,0.0,2.0,0,0,0,1,1.0,1.0,44.0,0
1.0,30,0.0,0.0,0,0,1,3,1.0,0.0,71.0,0
0.0,50,1.0,0.0,0,0,0,7,1.0,1.0,44.0,0
1.0,21,2.0,0.0,0,0,0,0,1.0,0.0,59.0,1
1.0,31,0.0,3.0,0,0,0,16,1.0,0.0,58.0,1
1.0,31,0.0,0.0,0,0,0,2,1.0,0.0,252.0,1
0.0,23,2.0,0.0,0,0,0,0,1.0,1.0,44.0,0
1.0,25,0.0,0.0,0,0,0,1,0.0,0.0,58.0,1
0.0,24,2.0,2.0,0,0,0,1,1.0,0.0,436.0,1
1.0,31,0.0,0.0,0,0,0,13,1.0,1.0,287.0,1
1.0,60,1.0,0.0,0,0,0,0,1.0,0.0,194.0,0
1.0,30,0.0,0.0,0,0,0,2,1.0,0.0,436.0,0
0.0,32,0.0,5.0,0,0,0,0,1.0,1.0,44.0,0
1.0,46,1.0,2.0,0,0,0,0,1.0,1.0,140.0,0
1.0,21,2.0,2.0,0,0,1,0,1.0,1.0,44.0,0
1.0,28,0.0,0.0,4,0,0,6,307.0,1.0,136.0,1
1.0,35,0.0,0.0,0,0,0,0,1.0,0.0,250.0,1
1.0,34,0.0,3.0,0,0,0,2,1.0,0.0,422.0,0
1.0,41,0.0,1.0,0,0,0,2,1.0,0.0,177.0,1
0.0,40,0.0,0.0,0,0,0,7,33.0,1.0,331.0,0
1.0,23,2.0,0.0,0,0,0,1,1.0,0.0,194.0,1
1.0,23,2.0,0.0,0,0,0,3,1.0,0.0,194.0,1
1.0,28,0.0,0.0,0,0,0,2,0.0,1.0,342.0,0
1.0,21,2.0,3.0,0,0,0,0,1.0,0.0,300.0,0
1.0,46,1.0,2.0,0,0,1,2,1.0,1.0,287.0,0
1.0,56,1.0,0.0,0,0,0,1,1.0,0.0,436.0,0
1.0,41,0.0,0.0,0,0,0,19,71.0,0.0,141.0,1
1.0,40,0.0,3.0,0,0,0,8,1.0,0.0,318.0,1
1.0,30,0.0,3.0,0,0,0,5,1.0,0.0,436.0,0
1.0,24,2.0,0.0,0,0,0,1,1.0,1.0,44.0,0
1.0,25,0.0,0.0,0,0,1,7,47.0,0.0,34.0,1
0.0,33,0.0,2.0,0,0,0,0,1.0,1.0,44.0,0
1.0,48,1.0,2.0,0,0,0,2,1.0,1.0,436.0,1
1.0,33,0.0,0.0,0,0,0,11,1.0,0.0,252.0,1
1.0,25,0.0,3.0,0,0,0,0,1.0,0.0,257.0,1
1.0,25,0.0,2.0,0,0,0,6,175.0,0.0,165.0,1
1.0,58,1.0,0.0,0,0,0,38,110.0,0.0,177.0,1
1.0,30,0.0,0.0,0,1,1,7,1.0,0.0,289.0,1
1.0,37,0.0,3.0,0,0,0,0,1.0,0.0,382.0,0
0.0,43,0.0,2.0,0,0,0,7,21.0,0.0,5.0,1
1.0,32,0.0,2.0,0,0,0,0,1.0,0.0,141.0,0
1.0,33,0.0,5.0,0,0,0,3,1.0,0.0,436.0,1
1.0,39,0.0,5.0,0,1,0,4,31.0,0.0,268.0,0
1.0,49,1.0,2.0,0,0,0,4,16.0,0.0,17.0,0
1.0,24,2.0,2.0,0,0,0,0,1.0,0.0,350.0,0
1.0,26,0.0,0.0,0,0,0,1,1.0,0.0,188.0,1
1.0,42,0.0,2.0,0,0,0,0,1.0,0.0,9.0,0
1.0,22,2.0,0.0,0,0,0,1,1.0,0.0,65.0,1
1.0,36,0.0,3.0,0,0,0,0,0.0,0.0,194.0,0
1.0,29,0.0,2.0,0,0,1,7,1.0,1.0,44.0,1
1.0,39,0.0,2.0,0,0,0,0,0.0,1.0,44.0,0
1.0,27,0.0,0.0,0,2,1,13,0.0,0.0,436.0,1
1.0,38,0.0,2.0,0,0,0,2,1.0,0.0,318.0,1
1.0,20,2.0,2.0,0,0,0,0,0.0,0.0,58.0,0
1.0,25,0.0,0.0,2,0,0,4,1.0,0.0,436.0,1
1.0,53,1.0,2.0,0,0,0,0,1.0,1.0,44.0,0
0.0,27,0.0,0.0,0,0,0,0,1.0,1.0,44.0,1
1.0,21,2.0,5.0,0,0,0,0,1.0,0.0,64.0,1
1.0,50,1.0,2.0,0,0,0,1,1.0,1.0,428.0,0
1.0,41,0.0,0.0,0,0,0,4,1.0,0.0,74.0,1
1.0,34,0.0,0.0,0,0,0,4,193.0,0.0,21.0,0
1.0,22,2.0,2.0,0,0,2,5,2.0,0.0,300.0,1
1.0,22,2.0,2.0,0,0,2,0,1.0,0.0,188.0,1
1.0,25,0.0,0.0,0,0,0,2,1.0,0.0,250.0,1
1.0,42,0.0,0.0,0,0,0,1,1.0,0.0,176.0,0
0.0,27,0.0,2.0,0,0,0,2,34.0,0.0,309.0,0
1.0,51,1.0,5.0,0,0,0,2,1.0,0.0,436.0,0
1.0,33,0.0,0.0,0,0,0,23,1.0,0.0,436.0,1
1.0,24,2.0,0.0,0,0,1,0,1.0,0.0,317.0,0
1.0,37,0.0,0.0,0,0,0,4,0.0,0.0,436.0,0
1.0,37,0.0,2.0,0,0,0,0,3.0,1.0,287.0,0
0.0,27,0.0,5.0,0,0,0,0,1.0,1.0,44.0,0
1.0,21,2.0,5.0,0,0,0,0,1.0,0.0,347.0,1
1.0,35,0.0,0.0,0,0,0,1,0.0,0.0,21.0,0
0.0,24,2.0,2.0,0,0,0,0,1.0,0.0,318.0,1
1.0,21,2.0,5.0,1,0,0,1,111.0,0.0,436.0,1
1.0,49,1.0,2.0,0,0,0,2,1.0,1.0,106.0,0
1.0,38,0.0,0.0,0,0,0,9,4.0,0.0,436.0,1
1.0,61,1.0,5.0,0,0,0,0,1.0,1.0,105.0,0
0.0,30,0.0,0.0,0,0,0,0,0.0,1.0,44.0,0
1.0,22,2.0,0.0,0,0,0,3,1.0,0.0,51.0,1
1.0,25,0.0,0.0,0,0,0,0,1.0,0.0,258.0,1
0.0,30,0.0,3.0,0,0,0,3,1.0,1.0,44.0,0
1.0,52,1.0,2.0,0,0,0,0,1.0,1.0,140.0,0
1.0,26,0.0,2.0,0,0,0,0,1.0,0.0,21.0,0
1.0,26,0.0,5.0,0,0,0,0,1.0,1.0,44.0,0
1.0,29,0.0,0.0,0,1,0,6,55.0,0.0,168.0,1
1.0,45,1.0,2.0,0,0,0,9,1.0,0.0,177.0,1
1.0,20,2.0,0.0,0,0,0,0,1.0,0.0,436.0,1
1.0,29,0.0,0.0,0,0,0,4,2.0,0.0,436.0,1
1.0,43,0.0,2.0,0,0,0,1,1.0,0.0,436.0,1
1.0,26,0.0,2.0,0,0,0,2,1.0,0.0,100.0,1
0.0,46,1.0,0.0,0,0,0,4,0.0,0.0,436.0,0
0.0,46,1.0,0.0,0,0,0,0,1.0,0.0,176.0,0
1.0,39,0.0,2.0,0,0,0,8,56.0,0.0,15.0,0
1.0,29,0.0,0.0,0,0,0,12,1.0,0.0,318.0,1
1.0,41,0.0,2.0,0,0,0,0,1.0,1.0,106.0,0
1.0,29,0.0,0.0,0,0,1,11,1.0,0.0,436.0,1
0.0,25,0.0,0.0,0,0,0,5,1.0,0.0,254.0,1
1.0,23,2.0,0.0,1,0,0,2,1.0,0.0,125.0,1
0.0,46,1.0,0.0,0,0,0,1,211.0,0.0,436.0,1
1.0,30,0.0,2.0,0,0,0,0,1.0,1.0,106.0,0
1.0,34,0.0,2.0,0,0,0,1,1.0,0.0,436.0,1
1.0,70,1.0,2.0,0,0,0,11,13.0,0.0,318.0,0
1.0,52,1.0,2.0,0,0,0,2,1.0,0.0,436.0,0
1.0,51,1.0,0.0,0,0,0,4,26.0,1.0,379.0,0
0.0,45,1.0,4.0,0,0,0,15,1.0,0.0,141.0,1
1.0,55,1.0,0.0,0,0,0,21,1.0,0.0,172.0,1
0.0,49,1.0,2.0,0,0,0,1,1.0,0.0,436.0,0
0.0,26,0.0,0.0,0,0,0,9,13.0,1.0,139.0,1
0.0,47,1.0,2.0,0,0,0,0,0.0,0.0,50.0,0
1.0,27,0.0,0.0,0,0,0,0,0.0,1.0,44.0,0
1.0,25,0.0,2.0,0,2,0,5,3.0,1.0,105.0,1
1.0,21,2.0,0.0,0,1,0,1,0.0,0.0,436.0,1
1.0,37,0.0,0.0,0,0,1,26,1.0,0.0,141.0,1
1.0,21,2.0,0.0,0,0,0,1,1.0,0.0,318.0,1
1.0,21,2.0,0.0,0,0,0,0,2.0,0.0,64.0,1
1.0,25,0.0,0.0,0,0,0,4,1.0,0.0,318.0,1
0.0,27,0.0,0.0,0,0,0,3,1.0,0.0,232.0,1
1.0,30,0.0,2.0,0,0,0,3,1.0,0.0,91.0,0
1.0,70,1.0,2.0,0,0,0,0,1.0,1.0,106.0,0
1.0,37,0.0,2.0,0,0,0,11,1.0,0.0,123.0,1
1.0,46,1.0,0.0,0,0,0,5,0.0,0.0,6.0,1
1.0,40,0.0,5.0,0,0,0,4,1.0,1.0,44.0,0
1.0,20,2.0,0.0,1,0,0,1,121.0,0.0,194.0,1
1.0,43,0.0,0.0,0,0,0,18,1.0,0.0,436.0,0
1.0,38,0.0,0.0,0,0,0,15,1.0,0.0,17.0,1
1.0,29,0.0,0.0,0,0,0,0,1.0,0.0,90.0,0
1.0,37,0.0,0.0,0,0,0,8,0.0,1.0,245.0,0
1.0,38,0.0,3.0,0,0,0,3,21.0,0.0,318.0,0
0.0,27,0.0,2.0,0,0,0,0,4.0,0.0,317.0,0
0.0,20,2.0,5.0,0,0,0,0,1.0,1.0,14.0,1
1.0,44,0.0,3.0,0,0,0,0,0.0,1.0,140.0,0
1.0,31,0.0,2.0,0,0,0,6,1.0,1.0,44.0,1
1.0,29,0.0,0.0,0,0,0,3,1.0,0.0,436.0,0
1.0,48,1.0,2.0,0,0,0,13,96.0,0.0,74.0,1
0.0,30,0.0,0.0,0,0,0,0,1.0,1.0,44.0,0
0.0,25,0.0,2.0,0,0,0,2,25.0,0.0,436.0,1
1.0,40,0.0,0.0,0,0,0,3,1.0,0.0,141.0,0
0.0,49,1.0,2.0,0,0,0,3,196.0,0.0,341.0,0
1.0,33,0.0,2.0,0,0,0,1,1.0,1.0,379.0,0
1.0,26,0.0,2.0,0,0,0,5,1.0,0.0,387.0,1
1.0,31,0.0,3.0,0,1,0,1,0.0,1.0,287.0,0
1.0,61,1.0,2.0,0,0,0,1,1.0,1.0,106.0,0
1.0,30,0.0,2.0,0,0,0,2,1.0,0.0,420.0,0
1.0,62,1.0,2.0,0,0,0,0,1.0,1.0,30.0,0
0.0,27,0.0,2.0,0,0,0,4,13.0,1.0,210.0,1
1.0,48,1.0,2.0,0,0,0,9,1.0,0.0,188.0,1
0.0,40,0.0,2.0,0,0,0,0,1.0,0.0,318.0,0
1.0,24,2.0,2.0,0,0,0,0,1.0,0.0,311.0,0
1.0,22,2.0,0.0,0,0,0,0,1.0,0.0,194.0,0
1.0,30,0.0,0.0,0,0,0,4,1.0,1.0,44.0,1
1.0,63,1.0,2.0,0,0,0,0,1.0,1.0,106.0,0
1.0,46,1.0,3.0,0,0,0,0,282.0,1.0,436.0,0
1.0,33,0.0,0.0,0,0,0,4,1.0,0.0,318.0,1
0.0,21,2.0,0.0,1,0,0,1,79.0,0.0,349.0,1
1.0,43,0.0,2.0,0,0,0,0,5.0,1.0,140.0,0
1.0,26,0.0,0.0,0,0,0,3,1.0,0.0,250.0,1
1.0,51,1.0,0.0,0,0,0,1,17.0,0.0,233.0,0
1.0,39,0.0,2.0,0,0,0,3,1.0,0.0,436.0,0
0.0,30,0.0,3.0,0,0,0,0,1.0,1.0,44.0,0
1.0,32,0.0,0.0,0,0,0,14,1.0,0.0,176.0,1
1.0,22,2.0,0.0,0,0,0,0,2.0,1.0,247.0,1
1.0,59,1.0,2.0,0,0,0,0,1.0,0.0,318.0,0
1.0,38,0.0,0.0,0,5,0,37,1.0,1.0,436.0,1
1.0,23,2.0,0.0,0,0,0,2,1.0,0.0,436.0,1
1.0,42,0.0,0.0,0,0,0,0,0.0,1.0,44.0,0
1.0,20,2.0,0.0,1,0,0,1,37.0,0.0,436.0,0
1.0,38,0.0,0.0,0,0,0,2,0.0,0.0,60.0,1
0.0,34,0.0,2.0,0,0,0,2,1.0,0.0,317.0,0
0.0,36,0.0,0.0,0,0,0,7,1.0,0.0,93.0,0
1.0,35,0.0,2.0,0,0,0,7,86.0,0.0,363.0,0
1.0,36,0.0,0.0,0,0,0,0,1.0,1.0,44.0,0
1.0,31,0.0,0.0,0,0,0,1,15.0,0.0,171.0,0
0.0,28,0.0,0.0,0,0,0,3,1.0,0.0,436.0,0
1.0,28,0.0,0.0,0,0,0,1,0.0,0.0,284.0,0
1.0,60,1.0,2.0,0,0,0,3,118.0,0.0,341.0,0
1.0,43,0.0,0.0,0,0,0,0,1.0,0.0,123.0,0
1.0,40,0.0,0.0,0,0,0,1,1.0,0.0,436.0,0
1.0,31,0.0,0.0,0,2,0,15,1.0,0.0,318.0,1
1.0,54,1.0,0.0,0,0,0,6,1.0,0.0,318.0,1
1.0,26,0.0,0.0,0,0,0,1,338.0,0.0,436.0,1
1.0,24,2.0,0.0,0,0,0,17,1.0,0.0,436.0,1
1.0,41,0.0,3.0,0,0,0,0,3.0,0.0,142.0,0
1.0,21,2.0,0.0,0,0,1,1,1.0,0.0,436.0,1
0.0,29,0.0,3.0,0,0,0,1,1.0,0.0,257.0,0
1.0,22,2.0,0.0,0,0,1,0,1.0,0.0,426.0,0
1.0,52,1.0,3.0,0,0,0,9,1.0,0.0,177.0,1
0.0,40,0.0,5.0,0,0,0,0,1.0,0.0,194.0,0
0.0,37,0.0,2.0,0,0,0,0,0.0,0.0,9.0,0
1.0,21,2.0,5.0,0,0,0,1,1.0,0.0,194.0,0
0.0,45,1.0,0.0,0,0,0,1,1.0,0.0,9.0,0
1.0,29,0.0,0.0,0,0,0,1,0.0,1.0,108.0,0
1.0,46,1.0,0.0,0,0,0,10,1.0,0.0,171.0,1
1.0,21,2.0,2.0,0,1,2,1,1.0,0.0,58.0,1
1.0,50,1.0,0.0,1,0,0,7,405.0,1.0,44.0,1
1.0,35,0.0,2.0,0,0,0,6,10.0,0.0,51.0,1
1.0,52,1.0,0.0,0,0,0,1,2.0,1.0,428.0,0
1.0,48,1.0,2.0,0,0,0,0,0.0,1.0,105.0,0
0.0,29,0.0,0.0,0,0,3,9,1.0,1.0,248.0,1
1.0,48,1.0,2.0,0,0,0,0,1.0,1.0,44.0,0
1.0,31,0.0,0.0,0,0,0,10,8.0,0.0,436.0,1
1.0,21,2.0,2.0,0,0,0,3,1.0,0.0,250.0,1
1.0,32,0.0,5.0,0,0,0,0,0.0,0.0,382.0,0
1.0,47,1.0,0.0,0,0,0,0,1.0,1.0,44.0,1
1.0,62,1.0,0.0,0,0,0,1,336.0,1.0,290.0,1
1.0,21,2.0,0.0,1,2,2,3,1.0,0.0,93.0,1
1.0,35,0.0,0.0,3,0,0,13,1.0,0.0,318.0,1
1.0,46,1.0,0.0,0,0,0,3,22.0,1.0,243.0,0
1.0,34,0.0,0.0,0,0,0,5,1.0,0.0,194.0,0
1.0,52,1.0,0.0,0,0,0,2,5.0,0.0,436.0,0
0.0,39,0.0,0.0,0,1,0,7,92.0,0.0,318.0,0
1.0,21,2.0,2.0,0,0,0,0,1.0,1.0,44.0,1
1.0,53,1.0,2.0,0,0,0,1,3.0,1.0,14.0,0
0.0,19,2.0,2.0,0,0,0,0,1.0,0.0,172.0,0
1.0,22,2.0,0.0,0,0,0,0,1.0,1.0,241.0,1
1.0,45,1.0,0.0,0,0,0,1,1.0,0.0,436.0,0
0.0,27,0.0,2.0,0,0,0,0,1.0,0.0,66.0,0
1.0,25,0.0,2.0,0,0,0,0,1.0,1.0,44.0,0
1.0,30,0.0,2.0,0,0,0,0,1.0,0.0,174.0,0
1.0,31,0.0,0.0,0,0,0,2,1.0,0.0,141.0,1
1.0,28,0.0,2.0,0,0,0,3,1.0,0.0,436.0,0
1.0,36,0.0,0.0,0,0,0,3,1.0,1.0,44.0,0
1.0,27,0.0,0.0,0,0,0,7,1.0,0.0,436.0,1
1.0,42,0.0,0.0,0,0,0,1,0.0,0.0,318.0,0
1.0,35,0.0,2.0,0,0,0,0,1.0,0.0,318.0,1
0.0,33,0.0,2.0,0,0,0,2,29.0,0.0,257.0,0
1.0,24,2.0,3.0,1,0,0,6,1.0,0.0,121.0,1
1.0,25,0.0,0.0,0,1,0,21,1.0,0.0,436.0,1
0.0,42,0.0,2.0,0,0,0,0,1.0,1.0,44.0,0
1.0,21,2.0,0.0,0,0,0,0,1.0,0.0,194.0,1
0.0,28,0.0,0.0,0,0,0,0,0.0,1.0,44.0,0
1.0,27,0.0,0.0,0,0,0,25,50.0,0.0,436.0,1
0.0,21,2.0,2.0,0,0,0,0,1.0,0.0,65.0,1
1.0,26,0.0,2.0,0,0,0,0,0.0,1.0,44.0,1
1.0,36,0.0,2.0,0,0,0,0,1.0,0.0,171.0,0
1.0,23,2.0,0.0,0,0,0,1,281.0,1.0,287.0,1
1.0,49,1.0,2.0,0,0,0,0,1.0,0.0,318.0,1
1.0,29,0.0,0.0,0,0,0,11,69.0,0.0,318.0,1
1.0,44,0.0,2.0,0,0,0,0,1.0,0.0,318.0,0
1.0,28,0.0,2.0,0,0,0,1,26.0,1.0,44.0,0
1.0,27,0.0,0.0,0,0,0,2,246.0,1.0,139.0,1
0.0,35,0.0,0.0,0,0,0,12,2.0,0.0,300.0,1
1.0,36,0.0,0.0,0,0,0,19,192.0,1.0,139.0,1
1.0,46,1.0,2.0,0,0,0,2,390.0,1.0,379.0,0
1.0,34,0.0,0.0,0,0,0,3,1.0,0.0,176.0,0
1.0,45,1.0,0.0,0,0,0,15,1.0,0.0,141.0,0
1.0,28,0.0,0.0,0,0,0,9,1.0,0.0,141.0,0
0.0,25,0.0,0.0,0,0,0,1,1.0,0.0,9.0,0
1.0,21,2.0,0.0,0,1,0,1,0.0,1.0,30.0,1
1.0,48,1.0,0.0,0,0,0,1,1.0,0.0,200.0,0
1.0,37,0.0,2.0,0,0,0,1,1.0,1.0,44.0,0
1.0,24,2.0,0.0,0,0,0,3,3.0,0.0,318.0,1
1.0,37,0.0,2.0,0,0,0,1,1.0,1.0,44.0,0
1.0,39,0.0,2.0,0,0,0,1,4.0,0.0,369.0,0
1.0,24,2.0,2.0,0,0,1,1,1.0,0.0,58.0,1
1.0,49,1.0,5.0,0,0,0,2,1.0,0.0,436.0,0
1.0,35,0.0,0.0,0,0,0,3,399.0,0.0,21.0,1
1.0,23,2.0,0.0,0,0,0,1,1.0,0.0,436.0,0
1.0,36,0.0,2.0,0,0,0,4,121.0,0.0,318.0,0
1.0,43,0.0,2.0,0,0,0,5,1.0,0.0,64.0,1
1.0,28,0.0,0.0,0,0,0,6,1.0,1.0,436.0,1
0.0,21,2.0,0.0,1,0,0,4,145.0,0.0,436.0,1
1.0,53,1.0,0.0,0,0,0,1,1.0,1.0,106.0,0
0.0,27,0.0,0.0,0,0,0,2,14.0,1.0,248.0,0
1.0,39,0.0,2.0,0,0,0,0,1.0,1.0,428.0,0
1.0,47,1.0,0.0,0,0,0,22,1.0,0.0,176.0,1
1.0,28,0.0,0.0,0,0,0,4,1.0,0.0,426.0,0
1.0,49,1.0,2.0,0,0,0,7,1.0,0.0,318.0,1
1.0,36,0.0,2.0,0,0,0,2,4.0,0.0,284.0,0
0.0,24,2.0,0.0,0,0,0,1,1.0,0.0,436.0,1
1.0,35,0.0,3.0,0,0,0,0,1.0,1.0,44.0,0
1.0,23,2.0,0.0,0,0,0,3,1.0,0.0,383.0,1
1.0,26,0.0,0.0,0,0,0,2,1.0,0.0,9.0,0
1.0,31,0.0,0.0,0,0,0,7,1.0,0.0,194.0,0
0.0,30,0.0,0.0,0,3,2,14,0.0,0.0,71.0,1
1.0,25,0.0,2.0,0,0,0,2,0.0,1.0,140.0,1
1.0,24,2.0,0.0,0,0,0,6,1.0,0.0,125.0,1
1.0,34,0.0,3.0,0,0,0,1,1.0,0.0,194.0,0
1.0,26,0.0,0.0,0,0,0,2,29.0,1.0,44.0,0
1.0,26,0.0,0.0,0,0,0,7,49.0,1.0,70.0,1
1.0,60,1.0,3.0,0,0,0,0,1.0,0.0,161.0,0
0.0,20,2.0,0.0,0,0,0,0,1.0,0.0,194.0,1
1.0,36,0.0,2.0,1,0,0,10,95.0,1.0,44.0,1
1.0,23,2.0,2.0,0,0,0,0,0.0,0.0,284.0,0
1.0,26,0.0,0.0,0,0,0,5,1.0,0.0,436.0,1
1.0,40,0.0,2.0,0,0,0,4,1.0,1.0,140.0,0
1.0,28,0.0,5.0,0,0,0,1,1.0,0.0,176.0,0
1.0,49,1.0,3.0,0,0,0,1,1.0,0.0,194.0,0
1.0,46,1.0,0.0,0,0,0,8,265.0,0.0,436.0,0
1.0,19,2.0,0.0,0,1,0,1,0.0,0.0,436.0,1
1.0,53,1.0,2.0,0,0,0,1,12.0,0.0,436.0,0
1.0,56,1.0,2.0,0,0,0,5,45.0,0.0,326.0,0
0.0,24,2.0,0.0,0,0,0,0,1.0,0.0,194.0,0
1.0,31,0.0,3.0,0,0,0,0,5.0,0.0,376.0,0
0.0,33,0.0,2.0,0,0,0,2,2.0,0.0,322.0,0
1.0,26,0.0,2.0,0,3,0,8,1.0,0.0,348.0,1
1.0,56,1.0,2.0,0,0,0,1,65.0,1.0,382.0,0
1.0,32,0.0,2.0,0,0,0,2,1.0,0.0,300.0,0
1.0,25,0.0,2.0,0,0,0,0,0.0,0.0,436.0,0
1.0,21,2.0,0.0,0,0,0,1,1.0,0.0,194.0,0
1.0,38,0.0,0.0,0,0,0,3,1.0,0.0,172.0,1
1.0,23,2.0,2.0,0,0,0,0,4.0,0.0,181.0,0
1.0,67,1.0,0.0,0,0,0,4,161.0,1.0,139.0,0
1.0,20,2.0,2.0,0,0,1,0,1.0,0.0,436.0,1
0.0,39,0.0,2.0,0,0,0,4,2.0,0.0,14.0,0
1.0,24,2.0,0.0,0,0,0,1,1.0,0.0,65.0,0
1.0,23,2.0,3.0,0,0,0,0,1.0,0.0,7.0,0
