sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,c_charge_desc,decile_score
Male,25 - 45,Caucasian,0,1,3,4,1.0,M,Battery,0
Male,25 - 45,African-American,0,0,0,0,1.0,M,Battery,0
Male,Less than 25,African-American,0,0,0,0,1.0,M,Possess Drug Paraphernalia,1
Male,25 - 45,Caucasian,0,0,0,0,0.0,M,Susp Drivers Lic 1st Offense,0
Male,25 - 45,African-American,0,0,0,10,7.0,M,Driving Under The Influence,0
Male,Greater than 45,African-American,0,0,0,4,45.0,F,arrest case no charge,1
Male,Less than 25,Hispanic,0,0,0,11,15.0,F,Solicit Deliver Cocaine,2
Male,25 - 45,African-American,0,0,0,1,40.0,F,Attempt Burglary (Struct),0
Male,Less than 25,African-American,0,0,0,0,1.0,F,Pos Cannabis W/Intent Sel/Del,0
Male,25 - 45,African-American,2,1,0,8,85.0,M,Prowling/Loitering,2
Male,25 - 45,Caucasian,0,0,0,5,1.0,M,Viol Injunct Domestic Violence,0
Male,25 - 45,Caucasian,0,0,0,1,1.0,F,arrest case no charge,2
Male,Less than 25,African-American,0,0,0,0,1.0,F,Felon in Pos of Firearm or Amm,2
Male,Greater than 45,Caucasian,0,0,0,0,1.0,M,Battery,0
Female,25 - 45,Caucasian,0,0,1,3,0.0,F,Possession of Cocaine,0
Male,Greater than 45,Hispanic,0,0,0,9,1.0,F,Felony Petit Theft,2
Male,Less than 25,Caucasian,0,0,0,1,0.0,F,Possession of Cocaine,0
Female,Less than 25,African-American,0,0,0,0,1.0,M,Battery,1
Male,25 - 45,Hispanic,0,0,1,1,1.0,F,Crimin Mischief Damage $1000+,0
Male,Greater than 45,African-American,0,0,0,4,1.0,F,Possession of Cocaine,0
Male,25 - 45,Native American,0,0,0,1,187.0,F,Possession of Cocaine,0
Male,25 - 45,Caucasian,0,0,0,10,94.0,F,arrest case no charge,1
Male,Greater than 45,Asian,0,0,0,1,1.0,F,arrest case no charge,0
Female,Greater than 45,African-American,0,0,0,3,1.0,M,arrest case no charge,0
Male,Less than 25,Caucasian,0,1,2,3,0.0,M,DUI Level 0.15 Or Minor In Veh,1
Male,Less than 25,African-American,0,0,0,0,1.0,F,Burglary Dwelling Armed,0
Male,25 - 45,Caucasian,0,0,0,0,1.0,M,Battery,0
Male,Less than 25,Hispanic,0,0,0,3,1.0,F,Pos Cannabis W/Intent Sel/Del,2
Male,Greater than 45,Caucasian,0,0,0,10,1.0,F,arrest case no charge,1
Male,25 - 45,Caucasian,0,0,0,1,27.0,F,Possession Of Methamphetamine,0
Male,Less than 25,Caucasian,0,0,0,0,0.0,M,Viol Pretrial Release Dom Viol,2
Male,25 - 45,Other,0,0,0,6,1.0,F,Burglary Unoccupied Dwelling,1
Male,25 - 45,African-American,0,0,0,0,0.0,F,Felony Battery,2
Male,25 - 45,African-American,0,0,0,19,1.0,F,Driving While License Revoked,2
Female,25 - 45,African-American,0,0,0,1,1.0,M,Battery,0
Male,25 - 45,African-American,0,0,0,6,1.0,F,arrest case no charge,1
Male,25 - 45,African-American,0,0,1,2,1.0,F,Possession Burglary Tools,2
Male,25 - 45,Caucasian,0,0,0,11,0.0,F,Driving While License Revoked,2
Male,25 - 45,African-American,0,0,0,0,3.0,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,African-American,0,0,0,1,1.0,F,Pos Cannabis W/Intent Sel/Del,1
Male,Less than 25,Other,0,2,0,3,1.0,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,African-American,0,0,0,7,24.0,F,Resist Officer w/Violence,0
Male,Less than 25,African-American,0,0,0,2,1.0,F,Crim Use of Personal ID Info,0
Male,25 - 45,Caucasian,0,0,0,0,1.0,F,Aggravated Battery,0
Male,Less than 25,Caucasian,0,0,0,0,1.0,M,Crim Attempt/Solicit/Consp,1
Male,25 - 45,Hispanic,0,0,0,0,7.0,M,Operating W/O Valid License,0
Male,Less than 25,African-American,0,0,0,2,1.0,M,Susp Drivers Lic 1st Offense,1
Male,Less than 25,African-American,0,0,1,0,1.0,F,Grand Theft in the 3rd Degree,2
Male,25 - 45,Caucasian,2,0,1,15,1.0,F,Possession of Cocaine,2
Male,25 - 45,African-American,0,0,0,2,1.0,M,Battery,0
Male,25 - 45,African-American,0,0,0,10,0.0,F,Possession of Cocaine,2
Female,Less than 25,African-American,0,0,0,4,20.0,M,arrest case no charge,2
Male,25 - 45,Caucasian,0,0,0,0,3.0,M,DUI Property Damage/Injury,0
Male,Greater than 45,Caucasian,0,0,0,8,1.0,F,DWI w/Inj Susp Lic / Habit Off,0
Male,25 - 45,Caucasian,0,0,0,5,15.0,F,arrest case no charge,1
Male,25 - 45,African-American,0,0,0,14,1.0,F,Driving While License Revoked,2
Male,25 - 45,African-American,0,1,0,13,1.0,F,Agg Battery Grt/Bod/Harm,2
Male,25 - 45,African-American,0,0,0,9,1.0,F,Burglary Unoccupied Dwelling,1
Male,25 - 45,African-American,0,0,0,0,1.0,M,Battery,0
Female,Greater than 45,African-American,0,0,0,21,207.0,F,Felony Petit Theft,1
Male,Less than 25,Hispanic,0,0,0,1,1.0,M,Possess Cannabis/20 Grams Or Less,1
Male,Greater than 45,African-American,0,0,0,1,1.0,F,arrest case no charge,0
Male,25 - 45,African-American,0,0,0,4,1.0,F,"Deliver 3,4 Methylenediox",2
Male,25 - 45,African-American,0,0,0,5,1.0,F,Aggravated Assault W/o Firearm,0
Male,25 - 45,Caucasian,0,0,0,1,1.0,F,Possession of Cocaine,1
Female,25 - 45,Caucasian,0,0,0,0,5.0,M,Battery,0
Male,25 - 45,Caucasian,0,1,0,11,69.0,F,arrest case no charge,2
Male,Less than 25,African-American,0,0,0,3,1.0,M,arrest case no charge,1
Male,25 - 45,African-American,0,0,0,6,0.0,F,Possession of Cannabis,2
Male,25 - 45,Caucasian,0,0,0,0,1.0,M,DUI- Enhanced,0
Male,25 - 45,African-American,0,0,1,2,44.0,F,Crim Use of Personal ID Info,0
Male,Less than 25,African-American,0,0,0,3,1.0,F,Felony Batt(Great Bodily Harm),1
Male,Less than 25,African-American,0,0,0,0,1.0,F,Burglary Unoccupied Dwelling,1
Male,25 - 45,Caucasian,0,0,0,0,1.0,M,Driving Under The Influence,0
Male,25 - 45,African-American,0,0,0,0,1774.0,M,arrest case no charge,0
Male,25 - 45,African-American,0,3,0,18,1.0,M,Battery,2
Male,25 - 45,African-American,0,0,0,1,1.0,F,False Imprisonment,2
Male,25 - 45,Caucasian,0,0,0,2,0.0,F,arrest case no charge,0
Male,25 - 45,Caucasian,0,0,1,3,4.0,M,Petit Theft $100- $300,0
Female,25 - 45,Hispanic,0,0,0,4,107.0,F,arrest case no charge,1
Male,Greater than 45,African-American,0,0,0,5,523.0,M,Driving License Suspended,1
Male,25 - 45,Other,0,0,0,0,1.0,M,Battery,0
Male,Greater than 45,Hispanic,0,0,0,0,3.0,M,Battery,0
Male,Less than 25,African-American,0,0,0,0,1.0,F,Grand Theft (Motor Vehicle),0
Male,25 - 45,African-American,0,0,0,7,1.0,F,arrest case no charge,1
Male,25 - 45,African-American,0,0,0,1,1320.0,M,Violation License Restrictions,0
Male,Less than 25,Caucasian,0,0,0,0,0.0,F,"Poss3,4 Methylenedioxymethcath",0
Male,25 - 45,African-American,0,0,0,10,1.0,M,Assault,2
Male,25 - 45,African-American,0,0,0,0,3.0,F,Stalking (Aggravated),0
Male,25 - 45,African-American,0,0,0,2,0.0,F,Possession of Cocaine,0
Male,25 - 45,African-American,0,0,0,8,0.0,F,arrest case no charge,2
Male,25 - 45,African-American,0,0,0,1,23.0,F,Burglary Structure Unoccup,0
Male,Greater than 45,Caucasian,0,0,0,0,3.0,M,DUI Level 0.15 Or Minor In Veh,0
Male,25 - 45,African-American,0,1,0,1,1.0,F,Grand Theft in the 3rd Degree,0
Male,Less than 25,Caucasian,0,0,0,0,0.0,F,Grand Theft in the 3rd Degree,1
Male,25 - 45,African-American,0,0,0,1,2.0,F,Throw Deadly Missile Into Veh,0
Female,Less than 25,African-American,0,0,0,6,1.0,M,arrest case no charge,1
Male,25 - 45,Caucasian,0,0,0,0,7.0,F,Aggravated Assault w/Firearm,0
Male,25 - 45,Caucasian,0,0,0,1,1.0,F,Burglary Conveyance Unoccup,0
Male,Greater than 45,Caucasian,0,0,0,1,37.0,F,arrest case no charge,0
Male,25 - 45,African-American,0,0,0,0,1.0,F,Uttering a Forged Instrument,0
Male,Less than 25,African-American,0,0,0,0,1.0,F,Pos Cannabis W/Intent Sel/Del,0
Male,Less than 25,Caucasian,0,0,0,0,1.0,F,Burglary Structure Unoccup,0
Male,25 - 45,African-American,0,0,0,1,0.0,M,Battery,0
Male,Greater than 45,Caucasian,0,0,0,9,1.0,M,Battery,1
Male,25 - 45,African-American,0,0,0,2,0.0,M,Battery,1
Male,25 - 45,African-American,0,0,0,0,0.0,F,arrest case no charge,1
Male,25 - 45,African-American,0,0,0,1,2.0,M,Battery,0
Male,25 - 45,Caucasian,0,0,0,0,1.0,F,Possession of Cocaine,0
Male,Less than 25,Caucasian,0,0,0,1,1.0,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,Hispanic,0,0,0,3,1.0,M,arrest case no charge,1
Male,25 - 45,African-American,0,0,0,4,1.0,M,Assault,0
Male,Greater than 45,Caucasian,0,0,0,3,0.0,M,Driving Under The Influence,0
Male,25 - 45,Native American,0,0,0,0,1.0,F,"Aggr Child Abuse-Torture,Punish",0
Male,Greater than 45,African-American,0,0,0,0,1.0,F,Aggravated Battery / Pregnant,0
Female,Less than 25,Other,0,0,0,2,69.0,F,Neglect Child / No Bodily Harm,0
Male,Greater than 45,African-American,0,0,0,8,1.0,F,Felony Battery w/Prior Convict,1
Male,25 - 45,African-American,0,0,0,5,1.0,M,Assault,1
Female,Greater than 45,African-American,0,0,0,1,1259.0,M,Battery,1
Male,25 - 45,African-American,0,0,0,9,28.0,F,Grand Theft in the 3rd Degree,2
Male,Greater than 45,African-American,0,0,0,5,1.0,F,Possession of Cocaine,2
Female,25 - 45,Caucasian,0,0,0,0,1.0,F,Grand Theft in the 3rd Degree,0
Male,Greater than 45,African-American,0,0,0,5,4984.0,M,arrest case no charge,0
Male,Greater than 45,Caucasian,0,0,0,0,1.0,F,arrest case no charge,0
Male,Greater than 45,Caucasian,0,0,0,2,11.0,F,arrest case no charge,0
Male,Greater than 45,Caucasian,0,0,0,0,1.0,M,DUI - Enhanced,0
Male,Greater than 45,African-American,0,0,0,4,2.0,F,Possession of Cocaine,0
Female,25 - 45,African-American,0,0,0,0,0.0,F,Aggrav Battery w/Deadly Weapon,0
Male,Less than 25,Hispanic,2,0,0,2,21.0,F,arrest case no charge,2
Male,Greater than 45,African-American,0,0,0,16,47.0,F,Felony Petit Theft,2
Male,Less than 25,Other,0,0,0,0,1.0,F,Purchase Cannabis,0
Male,25 - 45,African-American,0,0,0,21,1.0,F,Felony Petit Theft,2
Female,Less than 25,Hispanic,0,0,0,0,0.0,M,Battery,0
Male,25 - 45,African-American,0,0,0,1,1.0,F,Tampering With Physical Evidence,0
Male,25 - 45,African-American,0,0,0,8,0.0,F,arrest case no charge,2
Male,Less than 25,African-American,0,0,0,1,1.0,F,arrest case no charge,1
Male,25 - 45,Caucasian,0,0,0,1,356.0,M,DUI Level 0.15 Or Minor In Veh,0
Male,Greater than 45,Hispanic,0,0,0,8,330.0,M,Driving License Suspended,0
Male,Greater than 45,Caucasian,0,0,0,0,1.0,M,DUI Blood Alcohol Above 0.20,0
Male,Less than 25,African-American,0,0,1,1,0.0,F,Pos Cannabis W/Intent Sel/Del,1
Male,Greater than 45,Caucasian,0,0,0,1,1.0,M,Battery,0
Male,Greater than 45,Caucasian,0,0,0,0,0.0,M,Battery,0
Male,Greater than 45,African-American,0,0,0,2,1.0,F,Grand Theft in the 3rd Degree,2
Female,25 - 45,African-American,0,1,0,11,1.0,F,Possession of Cocaine,2
Male,25 - 45,African-American,0,0,0,4,1.0,M,Battery,1
Male,25 - 45,African-American,0,1,0,14,1.0,F,Grand Theft (Motor Vehicle),2
Male,25 - 45,African-American,0,0,0,2,1.0,F,Possession of Cocaine,1
Male,Greater than 45,African-American,0,0,0,5,1.0,F,Grand Theft (Motor Vehicle),0
Male,25 - 45,African-American,0,0,0,0,0.0,F,Poss Pyrrolidinovalerophenone,2
Male,25 - 45,African-American,0,0,0,12,74.0,F,arrest case no charge,0
Male,25 - 45,Caucasian,0,0,0,7,1.0,F,Aggravated Battery / Pregnant,2
Male,25 - 45,African-American,0,0,1,8,1.0,F,Aggravated Battery / Pregnant,0
Male,25 - 45,Other,0,0,0,5,1.0,F,Grand Theft in the 3rd Degree,1
Female,25 - 45,African-American,0,0,0,1,1.0,M,Battery,0
Male,25 - 45,Caucasian,0,0,0,4,1.0,F,Robbery / No Weapon,0
Female,25 - 45,African-American,0,0,0,0,1.0,M,Battery,0
Male,Less than 25,Hispanic,0,0,0,1,1.0,F,arrest case no charge,1
Female,Greater than 45,Caucasian,0,0,0,7,536.0,M,Expired DL More Than 6 Months,0
Male,25 - 45,Caucasian,0,0,0,1,1.0,F,Possession of Cocaine,0
Male,Greater than 45,African-American,0,0,0,1,22.0,F,arrest case no charge,0
Male,25 - 45,Caucasian,0,0,0,0,1.0,M,Battery,0
Female,25 - 45,African-American,0,0,0,4,1.0,M,arrest case no charge,0
Male,25 - 45,African-American,0,0,0,3,105.0,F,arrest case no charge,1
Male,25 - 45,African-American,0,0,1,4,1.0,F,Grand Theft in the 3rd Degree,0
Male,Greater than 45,African-American,0,0,0,0,1.0,M,Battery,0
Male,25 - 45,African-American,0,0,0,2,1.0,M,Battery,0
Male,Greater than 45,African-American,0,0,0,5,13.0,F,Possession of Cocaine,0
Male,25 - 45,African-American,0,0,0,0,0.0,F,Poss Unlaw Issue Driver Licenc,0
Male,25 - 45,African-American,0,0,0,4,1.0,F,Felony Driving While Lic Suspd,1
Male,25 - 45,African-American,0,0,0,0,1.0,M,Petit Theft,1
Male,25 - 45,Caucasian,0,0,0,1,1.0,M,Battery,0
Female,25 - 45,African-American,0,0,0,1,10.0,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,African-American,0,1,0,13,207.0,M,Driving License Suspended,2
Male,25 - 45,African-American,0,0,0,9,1.0,F,Poss of Methylethcathinone,1
Male,25 - 45,Caucasian,0,0,1,1,1.0,F,Possession of Cocaine,0
Female,25 - 45,African-American,0,0,0,4,247.0,F,arrest case no charge,0
Male,25 - 45,Caucasian,0,0,0,0,1.0,F,Lewd/Lasc Battery Pers 12+/<16,0
Male,Greater than 45,Caucasian,0,0,0,5,93.0,M,arrest case no charge,0
Female,25 - 45,Caucasian,0,0,0,1,1.0,M,Battery,0
Male,25 - 45,African-American,0,0,1,3,1.0,F,Carrying Concealed Firearm,0
Female,Greater than 45,African-American,0,0,0,7,1.0,M,Battery,0
Male,Less than 25,African-American,0,0,0,0,1.0,F,Burglary Dwelling Armed,1
Male,25 - 45,Hispanic,0,0,0,16,1.0,F,Burglary Conveyance Unoccup,2
Male,25 - 45,African-American,0,0,0,2,1.0,F,"Poss 3,4 MDMA (Ecstasy)",1
Female,Less than 25,African-American,0,0,0,0,1.0,M,Battery,0
Male,25 - 45,African-American,0,0,0,1,0.0,F,Burglary Conveyance Unoccup,1
Female,Less than 25,Caucasian,0,0,0,1,1.0,F,arrest case no charge,1
Male,25 - 45,African-American,0,0,0,13,1.0,M,Possess Cannabis/20 Grams Or Less,2
Male,Greater than 45,African-American,0,0,0,0,1.0,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,African-American,0,0,0,2,1.0,F,arrest case no charge,0
Female,25 - 45,Other,0,0,0,0,1.0,M,Battery,0
Male,Greater than 45,Caucasian,0,0,0,0,1.0,M,Driving Under The Influence,0
Male,Less than 25,Caucasian,0,0,1,0,1.0,M,Battery,0
Male,25 - 45,African-American,4,0,0,6,497.0,M,Disorderly Intoxication,2
Male,25 - 45,African-American,0,0,0,0,1.0,F,Pos Cannabis W/Intent Sel/Del,2
Male,25 - 45,Hispanic,0,0,0,2,1.0,F,Use of Anti-Shoplifting Device,0
Male,25 - 45,Asian,0,0,0,2,1.0,F,Felony Petit Theft,2
Female,25 - 45,African-American,0,0,0,7,33.0,M,Prostitution/Lewd Act Assignation,0
Male,Less than 25,African-American,0,0,0,1,1.0,F,Grand Theft in the 3rd Degree,2
Male,Less than 25,African-American,0,0,0,3,1.0,F,Grand Theft in the 3rd Degree,1
Male,25 - 45,African-American,0,0,0,2,0.0,M,Resist/Obstruct W/O Violence,0
Male,Less than 25,Hispanic,0,0,0,0,1.0,F,Possession Of Alprazolam,0
Male,Greater than 45,Caucasian,0,0,1,2,1.0,M,Possess Cannabis/20 Grams Or Less,0
Male,Greater than 45,African-American,0,0,0,1,1.0,F,arrest case no charge,0
Male,25 - 45,African-American,0,0,0,19,71.0,F,Driving While License Revoked,1
Male,25 - 45,Hispanic,0,0,0,8,1.0,F,Possession of Cocaine,1
Male,25 - 45,Hispanic,0,0,0,5,1.0,F,arrest case no charge,0
Male,Less than 25,African-American,0,0,0,1,1.0,M,Battery,0
Male,25 - 45,African-American,0,0,1,7,47.0,F,Att Burgl Unoccupied Dwel,2
Female,25 - 45,Caucasian,0,0,0,0,1.0,M,Battery,0
Male,Greater than 45,Caucasian,0,0,0,2,1.0,M,arrest case no charge,2
Male,25 - 45,African-American,0,0,0,11,1.0,F,"Poss 3,4 MDMA (Ecstasy)",1
Male,25 - 45,Hispanic,0,0,0,0,1.0,F,Poss Contr Subst W/o Prescript,1
Male,25 - 45,Caucasian,0,0,0,6,189.0,F,False Ownership Info/Pawn Item,2
Male,Greater than 45,African-American,0,0,0,38,112.0,F,Felony Petit Theft,1
Male,25 - 45,African-American,0,1,1,7,1.0,F,Possess Countrfeit Credit Card,1
Male,25 - 45,Hispanic,0,0,0,0,1.0,F,Tamper With Witness/Victim/CI,0
Female,25 - 45,Caucasian,0,0,0,7,21.0,F,Agg Battery Grt/Bod/Harm,2
Male,25 - 45,Caucasian,0,0,0,0,1.0,F,Driving While License Revoked,0
Male,25 - 45,Other,0,0,0,3,1.0,F,arrest case no charge,1
Male,25 - 45,Other,0,1,0,4,31.0,F,Poss Pyrrolidinovalerophenone,0
Male,Greater than 45,Caucasian,0,0,0,4,16.0,F,Aggravated Assault w/Firearm,0
Male,Less than 25,Caucasian,0,0,0,0,1.0,F,Robbery W/Deadly Weapon,0
Male,25 - 45,African-American,0,0,0,1,1.0,F,Grand Theft (Motor Vehicle),2
Male,25 - 45,Caucasian,0,0,0,0,1.0,F,Aggrav Battery w/Deadly Weapon,0
Male,Less than 25,African-American,0,0,0,1,1.0,F,Burglary Unoccupied Dwelling,1
Male,25 - 45,Hispanic,0,0,0,0,0.0,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,Caucasian,0,0,1,7,1.0,M,Battery,1
Male,25 - 45,Caucasian,0,0,0,0,0.0,M,Battery,0
Male,25 - 45,African-American,0,2,1,13,0.0,F,arrest case no charge,1
Male,25 - 45,Caucasian,0,0,0,2,1.0,F,Possession of Cocaine,1
Male,Less than 25,Caucasian,0,0,0,0,0.0,F,Burglary Conveyance Unoccup,0
Male,25 - 45,African-American,2,0,0,4,1.0,F,arrest case no charge,2
Male,Greater than 45,Caucasian,0,0,0,0,1.0,M,Battery,0
Female,25 - 45,African-American,0,0,0,0,1.0,M,Battery,2
Male,Less than 25,Other,0,0,0,0,1.0,F,Burglary Structure Unoccup,1
Male,Greater than 45,Caucasian,0,0,0,1,1.0,M,Viol Injunct Domestic Violence,0
Male,25 - 45,African-American,0,0,0,4,1.0,F,Child Abuse,1
Male,25 - 45,African-American,0,0,0,4,219.0,F,Aggravated Battery / Pregnant,0
Male,Less than 25,Caucasian,0,0,2,5,2.0,F,Possession Of Alprazolam,2
Male,Less than 25,Caucasian,0,0,2,0,1.0,F,Grand Theft (Motor Vehicle),1
Male,25 - 45,African-American,0,0,0,2,1.0,F,Pos Cannabis W/Intent Sel/Del,1
Male,25 - 45,African-American,0,0,0,1,1.0,F,Felony Driving While Lic Suspd,0
Female,25 - 45,Caucasian,0,0,0,2,34.0,F,Possession Of Heroin,0
Male,Greater than 45,Other,0,0,0,2,1.0,F,arrest case no charge,0
Male,25 - 45,African-American,0,0,0,23,1.0,F,arrest case no charge,2
Male,Less than 25,African-American,0,0,1,0,1.0,F,Possession of Cannabis,0
Male,25 - 45,African-American,0,0,0,4,0.0,F,arrest case no charge,0
Male,25 - 45,Caucasian,0,0,0,0,3.0,M,Possess Cannabis/20 Grams Or Less,0
Female,25 - 45,Other,0,0,0,0,1.0,M,Battery,0
Male,Less than 25,Other,0,0,0,0,1.0,F,Robbery / No Weapon,1
Male,25 - 45,African-American,0,0,0,1,0.0,F,Aggravated Battery / Pregnant,0
Female,Less than 25,Caucasian,0,0,0,0,1.0,F,Possession of Cocaine,2
Male,Less than 25,Other,1,0,0,1,113.0,F,arrest case no charge,1
Male,Greater than 45,Caucasian,0,0,0,2,1.0,M,DUI Property Damage/Injury,0
Male,25 - 45,African-American,0,0,0,9,4.0,F,arrest case no charge,1
Male,Greater than 45,Other,0,0,0,0,1.0,M,DUI Level 0.15 Or Minor In Veh,0
Female,25 - 45,African-American,0,0,0,0,0.0,M,Battery,0
Male,Less than 25,African-American,0,0,0,3,1.0,F,Battery on a Person Over 65,1
Male,25 - 45,African-American,0,0,0,0,1.0,F,Poss Counterfeit Payment Inst,1
Female,25 - 45,Hispanic,0,0,0,3,1.0,M,Battery,0
Male,Greater than 45,Caucasian,0,0,0,0,1.0,M,Driving Under The Influence,0
Male,25 - 45,Caucasian,0,0,0,0,1.0,F,Aggravated Battery / Pregnant,0
Male,25 - 45,Other,0,0,0,0,1.0,M,Battery,0
Male,25 - 45,African-American,0,1,0,6,55.0,F,Felon in Pos of Firearm or Amm,1
Male,Greater than 45,Caucasian,0,0,0,9,1.0,F,Felony Petit Theft,2
Male,Less than 25,African-American,0,0,0,0,1.0,F,arrest case no charge,2
Male,25 - 45,African-American,0,0,0,4,2.0,F,arrest case no charge,2
Male,25 - 45,Caucasian,0,0,0,1,1.0,F,arrest case no charge,1
Male,25 - 45,Caucasian,0,0,0,2,1.0,F,D.U.I. Serious Bodily Injury,1
Female,Greater than 45,African-American,0,0,0,4,0.0,F,arrest case no charge,0
Female,Greater than 45,African-American,0,0,0,0,1.0,F,Felony Driving While Lic Suspd,0
Male,25 - 45,Caucasian,0,0,0,8,56.0,F,Aggravated Assault W/dead Weap,0
Male,25 - 45,African-American,0,0,0,12,1.0,F,Possession of Cocaine,2
Male,25 - 45,Caucasian,0,0,0,0,1.0,M,DUI Property Damage/Injury,0
Male,25 - 45,African-American,0,0,1,11,1.0,F,arrest case no charge,2
Female,25 - 45,African-American,0,0,0,5,1.0,F,Poss Anti-Shoplifting Device,1
Male,Less than 25,African-American,1,0,0,2,1.0,F,Deliver Cocaine,1
Female,Greater than 45,African-American,0,0,0,1,245.0,F,arrest case no charge,2
Male,25 - 45,Caucasian,0,0,0,0,1.0,M,DUI Property Damage/Injury,0
Male,25 - 45,Caucasian,0,0,0,1,1.0,F,arrest case no charge,1
Male,Greater than 45,Caucasian,0,0,0,11,13.0,F,Possession of Cocaine,0
Male,Greater than 45,Caucasian,0,0,0,2,1.0,F,arrest case no charge,0
Male,Greater than 45,African-American,0,0,0,4,26.0,M,Susp Drivers Lic 1st Offense,0
Female,Greater than 45,Native American,0,0,0,15,1.0,F,Driving While License Revoked,2
Male,Greater than 45,African-American,0,0,0,21,1.0,F,Felony Battery w/Prior Convict,1
Female,Greater than 45,Caucasian,0,0,0,1,1.0,F,arrest case no charge,0
Female,25 - 45,African-American,0,0,0,9,13.0,M,Driving License Suspended,1
Female,Greater than 45,Caucasian,0,0,0,0,0.0,F,Battery on Law Enforc Officer,0
Male,25 - 45,African-American,0,0,0,0,0.0,M,Battery,0
Male,25 - 45,Caucasian,0,2,0,5,3.0,M,DUI Level 0.15 Or Minor In Veh,1
Male,Less than 25,African-American,0,1,0,1,0.0,F,arrest case no charge,2
Male,25 - 45,African-American,0,0,1,26,1.0,F,Driving While License Revoked,2
Male,Less than 25,African-American,0,0,0,1,1.0,F,Possession of Cocaine,2
Male,Less than 25,African-American,0,0,0,0,2.0,F,Burglary Structure Unoccup,1
Male,25 - 45,African-American,0,0,0,4,1.0,F,Possession of Cocaine,2
Female,25 - 45,African-American,0,0,0,3,1.0,F,Neglect Child / Bodily Harm,1
Male,25 - 45,Caucasian,0,0,0,3,1.0,F,Crimin Mischief Damage $1000+,0
Male,Greater than 45,Caucasian,0,0,0,0,1.0,M,DUI Property Damage/Injury,0
Male,25 - 45,Caucasian,0,0,0,11,1.0,F,Deliver Cannabis,2
Male,Greater than 45,African-American,0,0,0,5,0.0,F,Agg Fleeing and Eluding,1
Male,25 - 45,Other,0,0,0,4,1.0,M,Battery,0
Male,Less than 25,African-American,1,0,0,1,123.0,F,Grand Theft in the 3rd Degree,2
Male,25 - 45,African-American,0,0,0,18,1.0,F,arrest case no charge,0
Male,25 - 45,African-American,0,0,0,15,1.0,F,Aggravated Assault w/Firearm,1
Male,25 - 45,African-American,0,0,0,0,1.0,F,Crim Use of Personal ID Info,0
Male,25 - 45,African-American,0,0,0,8,0.0,M,Opert With Susp DL 2nd Offens,0
Male,25 - 45,Hispanic,0,0,0,3,21.0,F,Possession of Cocaine,0
Female,25 - 45,Caucasian,0,0,0,0,4.0,F,Possession of Cannabis,0
Female,Less than 25,Other,0,0,0,0,1.0,M,Aggravated Assault W/Dead Weap,1
Male,25 - 45,Hispanic,0,0,0,0,0.0,M,Driving Under The Influence,0
Male,25 - 45,Caucasian,0,0,0,6,1.0,M,Battery,1
Male,25 - 45,African-American,0,0,0,3,1.0,F,arrest case no charge,0
Male,Greater than 45,Caucasian,0,0,0,13,96.0,F,Child Abuse,1
Female,25 - 45,African-American,0,0,0,0,1.0,M,Battery,0
Female,25 - 45,Caucasian,0,0,0,2,25.0,F,arrest case no charge,1
Male,25 - 45,African-American,0,0,0,3,1.0,F,Driving While License Revoked,0
Female,Greater than 45,Caucasian,0,0,0,3,226.0,F,Resist Officer w/Violence,0
Male,25 - 45,Caucasian,0,0,0,1,1.0,M,Susp Drivers Lic 1st Offense,0
Male,25 - 45,Caucasian,0,0,0,5,1.0,F,Threat Public Servant,1
Male,25 - 45,Hispanic,0,1,0,1,0.0,M,Possess Cannabis/20 Grams Or Less,0
Male,Greater than 45,Caucasian,0,0,0,1,1.0,M,DUI Property Damage/Injury,0
Male,25 - 45,Caucasian,0,0,0,2,1.0,F,Use Of 2 Way Device To Fac Fel,0
Male,Greater than 45,Caucasian,0,0,0,0,1.0,M,Assault,0
Female,25 - 45,Caucasian,0,0,0,4,13.0,M,Leave Acc/Attend Veh/More $50,2
Male,Greater than 45,Caucasian,0,0,0,9,1.0,F,Grand Theft (Motor Vehicle),1
Female,25 - 45,Caucasian,0,0,0,0,1.0,F,Possession of Cocaine,0
Male,Less than 25,Caucasian,0,0,0,0,1.0,F,Possession Of Methamphetamine,0
Male,Less than 25,African-American,0,0,0,0,1.0,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,African-American,0,0,0,4,1.0,M,Battery,2
Male,Greater than 45,Caucasian,0,0,0,0,1.0,M,DUI Property Damage/Injury,0
Male,Greater than 45,Hispanic,0,0,0,0,399.0,M,arrest case no charge,0
Male,25 - 45,African-American,0,0,0,4,1.0,F,Possession of Cocaine,2
Female,Less than 25,African-American,1,0,0,1,79.0,F,Robbery Sudd Snatch No Weapon,1
Male,25 - 45,Caucasian,0,0,0,0,5.0,M,Driving Under The Influence,0
Male,25 - 45,African-American,0,0,0,3,1.0,F,Pos Cannabis W/Intent Sel/Del,2
